,event_type,log_feature,volume,resource_type,severity_type
14971,event_type 14,feature 345,1,resource_type 7,severity_type 1
14972,event_type 50,feature 284,16,resource_type 2,severity_type 1
14973,event_type 35,feature 232,1,resource_type 2,severity_type 2
14974,event_type 35,feature 312,10,resource_type 2,severity_type 2
14975,event_type 14,feature 345,1,resource_type 6,severity_type 1
14976,event_type 35,feature 277,1,resource_type 2,severity_type 2
14977,event_type 35,feature 232,1,resource_type 2,severity_type 2
14978,event_type 22,feature 273,6,resource_type 6,severity_type 1
14979,event_type 34,feature 232,4,resource_type 2,severity_type 2
14980,event_type 11,feature 345,1,resource_type 6,severity_type 1
14981,event_type 35,feature 307,1,resource_type 2,severity_type 2
14982,event_type 15,feature 193,3,resource_type 8,severity_type 1
14983,event_type 34,feature 307,1,resource_type 2,severity_type 2
14984,event_type 35,feature 211,2,resource_type 2,severity_type 1
14985,event_type 54,feature 170,1,resource_type 8,severity_type 1
14986,event_type 34,feature 312,19,resource_type 2,severity_type 1
14987,event_type 44,feature 283,2,resource_type 2,severity_type 1
14988,event_type 11,feature 54,1,resource_type 8,severity_type 1
14989,event_type 34,feature 233,1,resource_type 2,severity_type 2
14990,event_type 5,feature 82,24,resource_type 8,severity_type 1
14991,event_type 35,feature 232,6,resource_type 8,severity_type 1
14992,event_type 11,feature 87,1,resource_type 8,severity_type 1
14993,event_type 35,feature 312,1,resource_type 2,severity_type 4
14994,event_type 22,feature 219,1,resource_type 4,severity_type 1
14995,event_type 11,feature 354,1,resource_type 2,severity_type 2
14996,event_type 35,feature 117,1,resource_type 8,severity_type 1
14997,event_type 35,feature 312,2,resource_type 2,severity_type 2
14998,event_type 34,feature 312,1,resource_type 2,severity_type 2
14999,event_type 35,feature 307,1,resource_type 2,severity_type 2
15000,event_type 20,feature 181,1,resource_type 2,severity_type 1
15001,event_type 34,feature 313,14,resource_type 2,severity_type 2
15002,event_type 11,feature 54,3,resource_type 8,severity_type 1
15003,event_type 20,feature 303,2,resource_type 4,severity_type 1
15004,event_type 35,feature 232,3,resource_type 2,severity_type 1
15005,event_type 24,feature 219,1,resource_type 8,severity_type 1
15006,event_type 11,feature 170,1,resource_type 6,severity_type 1
15007,event_type 13,feature 68,8,resource_type 7,severity_type 1
15008,event_type 20,feature 134,1,resource_type 2,severity_type 1
15009,event_type 11,feature 172,1,resource_type 8,severity_type 1
15010,event_type 11,feature 68,2,resource_type 7,severity_type 1
15011,event_type 34,feature 312,40,resource_type 2,severity_type 2
15012,event_type 15,feature 80,3,resource_type 8,severity_type 1
15013,event_type 34,feature 232,28,resource_type 2,severity_type 2
15014,event_type 35,feature 232,1,resource_type 2,severity_type 2
15015,event_type 11,feature 301,3,resource_type 8,severity_type 1
15016,event_type 11,feature 276,1,resource_type 8,severity_type 1
15017,event_type 34,feature 234,10,resource_type 2,severity_type 2
15018,event_type 34,feature 313,1,resource_type 2,severity_type 2
15019,event_type 20,feature 219,1,resource_type 2,severity_type 1
15020,event_type 22,feature 219,1,resource_type 4,severity_type 1
15021,event_type 11,feature 47,2,resource_type 8,severity_type 1
15022,event_type 15,feature 82,6,resource_type 8,severity_type 2
15023,event_type 34,feature 312,86,resource_type 2,severity_type 2
15024,event_type 11,feature 160,4,resource_type 2,severity_type 1
15025,event_type 34,feature 312,1,resource_type 2,severity_type 2
15026,event_type 15,feature 219,1,resource_type 2,severity_type 1
15027,event_type 11,feature 170,104,resource_type 8,severity_type 1
15028,event_type 11,feature 223,1,resource_type 7,severity_type 1
15029,event_type 15,feature 82,1,resource_type 8,severity_type 1
15030,event_type 22,feature 222,2,resource_type 7,severity_type 2
15031,event_type 34,feature 277,2,resource_type 8,severity_type 1
15032,event_type 34,feature 313,1,resource_type 2,severity_type 2
15033,event_type 21,feature 301,1,resource_type 2,severity_type 1
15034,event_type 34,feature 312,1,resource_type 2,severity_type 2
15035,event_type 13,feature 170,3,resource_type 6,severity_type 1
15036,event_type 42,feature 283,3,resource_type 2,severity_type 1
15037,event_type 34,feature 237,2,resource_type 8,severity_type 1
15038,event_type 43,feature 376,1,resource_type 2,severity_type 1
15039,event_type 35,feature 232,1,resource_type 2,severity_type 2
15040,event_type 34,feature 160,1,resource_type 2,severity_type 1
15041,event_type 20,feature 219,1,resource_type 8,severity_type 1
15042,event_type 11,feature 179,1,resource_type 6,severity_type 1
15043,event_type 11,feature 82,8,resource_type 2,severity_type 1
15044,event_type 35,feature 232,4,resource_type 2,severity_type 2
15045,event_type 34,feature 227,1,resource_type 2,severity_type 2
15046,event_type 11,feature 134,1,resource_type 2,severity_type 1
15047,event_type 42,feature 376,2,resource_type 2,severity_type 1
15048,event_type 15,feature 82,41,resource_type 8,severity_type 1
15049,event_type 35,feature 227,2,resource_type 2,severity_type 2
15050,event_type 11,feature 82,18,resource_type 2,severity_type 1
15051,event_type 15,feature 80,3,resource_type 8,severity_type 1
15052,event_type 11,feature 170,1,resource_type 2,severity_type 1
15053,event_type 35,feature 312,1,resource_type 2,severity_type 4
15054,event_type 15,feature 80,3,resource_type 8,severity_type 2
15055,event_type 35,feature 313,33,resource_type 2,severity_type 2
15056,event_type 20,feature 219,1,resource_type 2,severity_type 1
15057,event_type 50,feature 374,3,resource_type 2,severity_type 4
15058,event_type 34,feature 315,4,resource_type 2,severity_type 2
15059,event_type 40,feature 365,4,resource_type 2,severity_type 3
15060,event_type 22,feature 306,6,resource_type 7,severity_type 2
15061,event_type 15,feature 82,40,resource_type 8,severity_type 1
15062,event_type 11,feature 201,1,resource_type 8,severity_type 1
15063,event_type 34,feature 312,64,resource_type 2,severity_type 2
15064,event_type 15,feature 276,1,resource_type 8,severity_type 2
15065,event_type 39,feature 55,1,resource_type 2,severity_type 1
15066,event_type 35,feature 312,3,resource_type 2,severity_type 4
15067,event_type 15,feature 82,40,resource_type 8,severity_type 1
15068,event_type 35,feature 235,1,resource_type 2,severity_type 2
15069,event_type 11,feature 170,2,resource_type 8,severity_type 1
15070,event_type 35,feature 314,1,resource_type 2,severity_type 2
15071,event_type 11,feature 80,7,resource_type 1,severity_type 1
15072,event_type 31,feature 306,4,resource_type 7,severity_type 4
15073,event_type 34,feature 232,3,resource_type 2,severity_type 2
15074,event_type 35,feature 307,1,resource_type 8,severity_type 1
15075,event_type 35,feature 307,1,resource_type 2,severity_type 1
15076,event_type 10,feature 38,4,resource_type 3,severity_type 1
15077,event_type 34,feature 312,97,resource_type 2,severity_type 2
15078,event_type 15,feature 203,15,resource_type 8,severity_type 1
15079,event_type 11,feature 310,60,resource_type 2,severity_type 1
15080,event_type 14,feature 54,4,resource_type 4,severity_type 1
15081,event_type 11,feature 134,1,resource_type 2,severity_type 1
15082,event_type 20,feature 219,1,resource_type 2,severity_type 1
15083,event_type 15,feature 203,23,resource_type 8,severity_type 1
15084,event_type 35,feature 309,54,resource_type 2,severity_type 2
15085,event_type 35,feature 312,4,resource_type 2,severity_type 2
15086,event_type 11,feature 68,46,resource_type 7,severity_type 1
15087,event_type 54,feature 193,1,resource_type 8,severity_type 1
15088,event_type 35,feature 232,6,resource_type 2,severity_type 2
15089,event_type 34,feature 315,2,resource_type 2,severity_type 2
15090,event_type 23,feature 306,4,resource_type 8,severity_type 1
15091,event_type 11,feature 193,1,resource_type 8,severity_type 1
15092,event_type 11,feature 54,1,resource_type 4,severity_type 1
15093,event_type 43,feature 378,1,resource_type 2,severity_type 1
15094,event_type 35,feature 312,14,resource_type 2,severity_type 2
15095,event_type 35,feature 312,4,resource_type 2,severity_type 2
15096,event_type 35,feature 232,141,resource_type 2,severity_type 2
15097,event_type 34,feature 309,14,resource_type 2,severity_type 2
15098,event_type 34,feature 228,9,resource_type 2,severity_type 2
15099,event_type 11,feature 179,2,resource_type 6,severity_type 1
15100,event_type 14,feature 170,1,resource_type 4,severity_type 2
15101,event_type 11,feature 170,2,resource_type 8,severity_type 1
15102,event_type 35,feature 134,1,resource_type 2,severity_type 1
15103,event_type 34,feature 232,3,resource_type 2,severity_type 2
15104,event_type 23,feature 225,1,resource_type 7,severity_type 4
15105,event_type 20,feature 70,1,resource_type 8,severity_type 1
15106,event_type 35,feature 219,1,resource_type 2,severity_type 1
15107,event_type 35,feature 307,1,resource_type 2,severity_type 2
15108,event_type 34,feature 211,1,resource_type 8,severity_type 1
15109,event_type 35,feature 233,65,resource_type 2,severity_type 2
15110,event_type 42,feature 378,1,resource_type 2,severity_type 4
15111,event_type 11,feature 110,111,resource_type 8,severity_type 1
15112,event_type 20,feature 70,1,resource_type 2,severity_type 1
15113,event_type 13,feature 223,2,resource_type 10,severity_type 1
15114,event_type 35,feature 312,30,resource_type 2,severity_type 2
15115,event_type 54,feature 134,4,resource_type 8,severity_type 1
15116,event_type 15,feature 203,19,resource_type 8,severity_type 2
15117,event_type 34,feature 316,3,resource_type 2,severity_type 2
15118,event_type 35,feature 314,78,resource_type 2,severity_type 2
15119,event_type 11,feature 71,2,resource_type 8,severity_type 1
15120,event_type 22,feature 222,1,resource_type 7,severity_type 2
15121,event_type 13,feature 54,6,resource_type 6,severity_type 1
15122,event_type 23,feature 259,1,resource_type 6,severity_type 1
15123,event_type 21,feature 135,1,resource_type 8,severity_type 1
15124,event_type 23,feature 337,1,resource_type 10,severity_type 1
15125,event_type 35,feature 228,1,resource_type 2,severity_type 2
15126,event_type 54,feature 150,1,resource_type 2,severity_type 1
15127,event_type 13,feature 273,4,resource_type 8,severity_type 1
15128,event_type 21,feature 135,1,resource_type 8,severity_type 1
15129,event_type 15,feature 71,6,resource_type 8,severity_type 2
15130,event_type 5,feature 5,3,resource_type 8,severity_type 1
15131,event_type 35,feature 312,1,resource_type 2,severity_type 1
15132,event_type 15,feature 193,2,resource_type 8,severity_type 2
15133,event_type 20,feature 68,1,resource_type 6,severity_type 1
15134,event_type 11,feature 170,1,resource_type 8,severity_type 1
15135,event_type 34,feature 308,1,resource_type 2,severity_type 2
15136,event_type 34,feature 235,4,resource_type 2,severity_type 2
15137,event_type 11,feature 219,1,resource_type 2,severity_type 1
15138,event_type 14,feature 46,3,resource_type 8,severity_type 1
15139,event_type 35,feature 315,5,resource_type 2,severity_type 2
15140,event_type 44,feature 374,1,resource_type 2,severity_type 1
15141,event_type 34,feature 309,1,resource_type 2,severity_type 2
15142,event_type 50,feature 370,2,resource_type 2,severity_type 1
15143,event_type 54,feature 56,2,resource_type 8,severity_type 1
15144,event_type 11,feature 54,2,resource_type 8,severity_type 1
15145,event_type 11,feature 8,5,resource_type 1,severity_type 1
15146,event_type 34,feature 134,1,resource_type 2,severity_type 1
15147,event_type 35,feature 232,12,resource_type 2,severity_type 2
15148,event_type 35,feature 312,5,resource_type 2,severity_type 2
15149,event_type 15,feature 71,3,resource_type 8,severity_type 1
15150,event_type 35,feature 313,1,resource_type 2,severity_type 2
15151,event_type 20,feature 70,4,resource_type 8,severity_type 1
15152,event_type 23,feature 306,1,resource_type 7,severity_type 1
15153,event_type 14,feature 222,2,resource_type 7,severity_type 1
15154,event_type 11,feature 75,6,resource_type 7,severity_type 2
15155,event_type 15,feature 80,3,resource_type 8,severity_type 1
15156,event_type 35,feature 233,6,resource_type 2,severity_type 2
15157,event_type 35,feature 232,1,resource_type 2,severity_type 2
15158,event_type 35,feature 309,25,resource_type 2,severity_type 2
15159,event_type 20,feature 134,1,resource_type 2,severity_type 1
15160,event_type 19,feature 153,8,resource_type 3,severity_type 1
15161,event_type 11,feature 170,8,resource_type 8,severity_type 1
15162,event_type 44,feature 375,2,resource_type 2,severity_type 1
15163,event_type 35,feature 233,17,resource_type 2,severity_type 2
15164,event_type 32,feature 135,1,resource_type 2,severity_type 1
15165,event_type 20,feature 304,1,resource_type 2,severity_type 1
15166,event_type 34,feature 313,6,resource_type 2,severity_type 2
15167,event_type 13,feature 306,2,resource_type 7,severity_type 1
15168,event_type 21,feature 220,1,resource_type 2,severity_type 1
15169,event_type 35,feature 313,40,resource_type 2,severity_type 2
15170,event_type 34,feature 315,2,resource_type 2,severity_type 2
15171,event_type 35,feature 307,1,resource_type 2,severity_type 4
15172,event_type 35,feature 314,2,resource_type 2,severity_type 2
15173,event_type 15,feature 71,2,resource_type 8,severity_type 2
15174,event_type 34,feature 233,15,resource_type 2,severity_type 2
15175,event_type 35,feature 313,5,resource_type 2,severity_type 2
15176,event_type 35,feature 313,3,resource_type 2,severity_type 2
15177,event_type 11,feature 273,3,resource_type 8,severity_type 1
15178,event_type 43,feature 283,1,resource_type 2,severity_type 1
15179,event_type 11,feature 75,4,resource_type 8,severity_type 2
15180,event_type 34,feature 312,8,resource_type 2,severity_type 2
15181,event_type 13,feature 170,27,resource_type 7,severity_type 1
15182,event_type 35,feature 308,2,resource_type 2,severity_type 2
15183,event_type 15,feature 82,16,resource_type 8,severity_type 2
15184,event_type 14,feature 306,1,resource_type 4,severity_type 1
15185,event_type 11,feature 170,3,resource_type 6,severity_type 1
15186,event_type 35,feature 310,6,resource_type 2,severity_type 2
15187,event_type 43,feature 283,5,resource_type 2,severity_type 1
15188,event_type 35,feature 234,24,resource_type 2,severity_type 2
